filter,id,slug,title,href,Name,Appearances,Affiliations,Locations,Gender,Dimensions,species,Vehicles,Weapons,Terrain,Climate,Creature,droid
Characters,616b23df6aa78492a01ad05b,lando-calrissian,Lando Calrissian,https://www.starwars.com/databank/lando-calrissian,Lando Calrissian,"(('films', 'star-wars-episode-v-the-empire-strikes-back', 'Star Wars: The Empire Strikes Back (Episode V)'), ('films', 'solo', 'Solo: A Star Wars Story'), ('films', 'star-wars-episode-ix-the-rise-of-skywalker', 'Star Wars: The Rise of Skywalker (Episode IX)'), ('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'), ('series', 'star-wars-rebels', 'Star Wars Rebels'), ('games-apps', 'star-wars-pinball-solo-a-star-wars-story', 'Star Wars Pinball: Solo: A Star Wars Story'), ('games-apps', 'star-wars-arcade', 'Star Wars Arcade'))","(('databank', 'rebel-alliance', 'Rebel Alliance'), ('databank', 'the-resistance', 'The Resistance'))","(('databank', 'bespin', 'Bespin'), ('databank', 'cloud-city', 'Cloud City'), ('databank', 'numidian-prime', 'Numidian Prime'), ('databank', 'pasaana', 'Pasaana'))","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-78m', 'Height: 1.78m'),)","(('species', 'human', 'Human'),)","(('databank', 'millennium-falcon', 'Millennium Falcon'),)","(('databank', 'se-14-blaster-pistol', 'SE-14 blaster pistol'),)",(),(),(),()
Characters,616b34f5fa5d9492a01ad05b,lanse-crowder,Lanse Crowder,https://www.starwars.com/databank/lanse-crowder,Lanse Crowder,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b307c5b2a6492a01ad05b,lark-and-jonk-a-k-a-the-twins,"Lark and Jonk a.k.a. ""The Twins""",https://www.starwars.com/databank/lark-and-jonk-a-k-a-the-twins,"Lark and Jonk a.k.a. ""The Twins""","(('films', 'solo', 'Solo: A Star Wars Story'),)",(),"(('databank', 'vandor', 'Vandor'), ('databank', 'the-lodge', 'The Lodge'))",(),(),(),(),(),(),(),(),()
Characters,616b28041ea90492a01ad05b,latts-razzi,Latts Razzi,https://www.starwars.com/databank/latts-razzi,Latts Razzi,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)",(),(),"(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-79m', 'Height: 1.79m'),)","(('species', 'theelin', 'Theelin'),)",(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b313e64d3b492a01ad05b,le-12,LE-12,https://www.starwars.com/databank/le-12,LE-12,"(('series', 'star-wars-resistance', 'Star Wars Resistance'),)",(),"(('databank', 'colossus', 'Colossus'),)",(),(),(),(),(),(),(),(),()
Characters,616b31c1d392e492a01ad05b,lechee,Lechee,https://www.starwars.com/databank/lechee,Lechee,"(('series', 'star-wars-resistance', 'Star Wars Resistance'),)",(),(),"(('Gender', 'male', 'Male'),)",(),"(('databank', 'gran', 'Gran'),)",(),(),(),(),(),()
Characters,616b23f0e818f492a01ad05b,leia-organa,Leia Organa,https://www.starwars.com/databank/leia-organa,Leia Organa,"(('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'), ('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'), ('films', 'star-wars-episode-iv-a-new-hope', 'Star Wars: A New Hope (Episode IV)'), ('films', 'star-wars-episode-v-the-empire-strikes-back', 'Star Wars: The Empire Strikes Back (Episode V)'), ('films', 'star-wars-episode-viii-the-last-jedi', 'Star Wars: The Last Jedi (Episode VIII)'), ('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'), ('films', 'rogue-one', 'Rogue One: A Star Wars Story'), ('series', 'obi-wan-kenobi', 'Obi-Wan Kenobi'), ('series', 'star-wars-resistance', 'Star Wars Resistance'), ('series', 'star-wars-rebels', 'Star Wars Rebels'), ('games-apps', 'disney-infinity-3-0-character-quest', 'Disney Infinity 3.0 - Character Quest'), ('games-apps', 'star-wars-battlefront', 'Star Wars: Battlefront'), ('games-apps', 'star-wars-rivals', 'Star Wars: Rivals'))","(('databank', 'galactic-senate', 'Galactic Senate'), ('databank', 'rebel-alliance', 'Rebel Alliance'), ('databank', 'the-resistance', 'The Resistance'), ('Affiliations', 'alderaan-royal-family', 'Alderaan Royal Family'))","(('databank', 'alderaan', 'Alderaan'), ('databank', 'polis-massa', 'Polis Massa'), ('databank', 'crait', 'Crait'))","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-5m', 'Height: 1.5m'),)","(('species', 'human', 'Human'),)","(('databank', 'tantive-iv', 'Tantive IV'), ('databank', 'the-raddus', 'The Raddus'))","(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b345a1a6f2492a01ad05b,leida-mothma,Leida Mothma,https://www.starwars.com/databank/leida-mothma,Leida Mothma,"(('series', 'andor', 'Andor'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b34d4e3ba7492a01ad05b,lens-kamo,Lens Kamo,https://www.starwars.com/databank/lens-kamo,Lens Kamo,"(('games-apps', 'star-wars-tales-from-the-galaxy-s-edge', ""Star Wars: Tales from the Galaxy's Edge""),)",(),"(('databank', 'batuu', 'Batuu'), ('databank', 'black-spire-outpost', 'Black Spire Outpost'))",(),(),(),(),(),(),(),(),()
Characters,616b330a7ecb6492a01ad05b,leox-gyasi,Leox Gyasi,https://www.starwars.com/databank/leox-gyasi,Leox Gyasi,"((None, None, 'Star Wars: The High Republic'),)",(),(),(),(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b31a5a0b4c492a01ad05b,leoz,Leoz,https://www.starwars.com/databank/leoz,Leoz,"(('series', 'star-wars-resistance', 'Star Wars Resistance'),)",(),(),"(('Gender', 'male', 'Male'),)",(),"(('species', 'nikto', 'Nikto'),)",(),(),(),(),(),()
Characters,616b2805c64ea492a01ad05b,letta-turmond,Letta Turmond,https://www.starwars.com/databank/letta-turmond,Letta Turmond,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)",(),"(('databank', 'coruscant', 'Coruscant'),)","(('Gender', 'female', 'Female'),)",(),(),(),(),(),(),(),()
Characters,616b2ba4e1891492a01ad05b,liana-kor,Liana Kor,https://www.starwars.com/databank/liana-kor,Liana Kor,"(('games-apps', 'star-wars-commander', 'Star Wars: Commander'),)",(),"(('Locations', 'nar-shaddaa', 'Nar Shaddaa'),)","(('Gender', 'female', 'Female'),)",(),"(('databank', 'twi-lek', ""Twi'lek""),)",(),(),(),(),(),()
Characters,616b305e1ab49492a01ad05b,lieutenant-bolandin,Lieutenant Bolandin,https://www.starwars.com/databank/lieutenant-bolandin,Lieutenant Bolandin,"(('films', 'solo', 'Solo: A Star Wars Story'),)","(('databank', 'galactic-empire', 'Galactic Empire'),)","(('databank', 'mimban', 'Mimban'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-88m', 'Height: 1.88m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b367102cfb492a01ad05b,lieutenant-callahan,Lieutenant Callahan,https://www.starwars.com/databank/lieutenant-callahan,Lieutenant Callahan,"(('series', 'star-wars-ahsoka', 'Ahsoka'),)",(),(),(),"(('Dimensions', 'height-1-68m', 'Height: 1.68m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b2d7e87177492a01ad05b,lieutenant-dicer,Lieutenant Dicer,https://www.starwars.com/databank/lieutenant-dicer,Lieutenant Dicer,"(('series', 'star-wars-rebels', 'Star Wars Rebels'),)","(('databank', 'phoenix-squadron', 'Phoenix Squadron'),)",(),"(('Gender', 'female', 'Female'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b3173f3457492a01ad05b,lieutenant-galek,Lieutenant Galek,https://www.starwars.com/databank/lieutenant-galek,Lieutenant Galek,"(('series', 'star-wars-resistance', 'Star Wars Resistance'),)","(('databank', 'the-first-order', 'The First Order'),)",(),"(('Gender', 'female', 'Female'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b373650021492a01ad05b,lieutenant-hilo,Lieutenant Hilo,https://www.starwars.com/databank/lieutenant-hilo,Lieutenant Hilo,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),"(('Dimensions', 'height-1-83m', 'Height: 1.83m'),)",(),(),(),(),(),(),()
Characters,616b2dc2cb459492a01ad05b,lieutenant-mitaka,Lieutenant Mitaka,https://www.starwars.com/databank/lieutenant-mitaka,Lieutenant Mitaka,"(('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'),)","(('databank', 'the-first-order', 'The First Order'),)",(),"(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)","(('databank', 'finalizer', 'Finalizer'),)",(),(),(),(),()
Characters,616b2e99ed662492a01ad05b,lieutenant-mytus-adema,Lieutenant Mytus Adema,https://www.starwars.com/databank/lieutenant-mytus-adema,Lieutenant Mytus Adema,"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'),)","(('databank', 'galactic-empire', 'Galactic Empire'),)","(('databank', 'scarif', 'Scarif'),)","(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b3273e83cf492a01ad05b,lindon-javes,Lindon Javes,https://www.starwars.com/databank/lindon-javes,Lindon Javes,"(('games-apps', 'star-wars-squadrons', 'Star Wars: Squadrons'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b280764db7492a01ad05b,lobot,Lobot,https://www.starwars.com/databank/lobot,Lobot,"(('films', 'star-wars-episode-v-the-empire-strikes-back', 'Star Wars: The Empire Strikes Back (Episode V)'),)",(),"(('databank', 'cloud-city', 'Cloud City'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-75m', 'Height: 1.75m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b3262ac756492a01ad05b,loden-greatstorm,Loden Greatstorm,https://www.starwars.com/databank/loden-greatstorm,Loden Greatstorm,"((None, None, 'Star Wars: The High Republic'),)",(),(),(),(),"(('databank', 'twi-lek', ""Twi'lek""),)",(),(),(),(),(),()
Characters,616b2af12e5e5492a01ad05b,logray,Logray,https://www.starwars.com/databank/logray,Logray,"(('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'),)","(('databank', 'rebel-alliance', 'Rebel Alliance'),)","(('databank', 'endor', 'Endor'), ('databank', 'bright-tree-village', 'Bright Tree Village'))","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-0m', 'Height: 1.0m'),)","(('databank', 'ewok', 'Ewok'),)",(),(),(),(),(),()
Characters,616b280929aef492a01ad05b,lok-durd,Lok Durd,https://www.starwars.com/databank/lok-durd,Lok Durd,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'confederacy-of-independent-systems', 'Confederacy of Independent Systems'),)",(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-2-11m', 'Height: 2.11m'),)","(('databank', 'neimoidian', 'Neimoidian'),)",(),(),(),(),(),()
Characters,616b34058c728492a01ad05b,lola-l0-la59,Lola (L0-LA59),https://www.starwars.com/databank/lola-l0-la59,Lola (L0-LA59),"(('series', 'obi-wan-kenobi', 'Obi-Wan Kenobi'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b2ae704e09492a01ad05b,lolo-purs,Lolo Purs,https://www.starwars.com/databank/lolo-purs,Lolo Purs,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'galactic-republic', 'Galactic Republic'),)","(('databank', 'rodia', 'Rodia'),)","(('Gender', 'female', 'Female'),)",(),"(('databank', 'rodian', 'Rodian'),)",(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b280b438b5492a01ad05b,lom-pyke,Lom Pyke,https://www.starwars.com/databank/lom_pyke,Lom Pyke,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'pyke-syndicate', 'Pyke Syndicate'),)",(),"(('Gender', 'male', 'Male'),)",(),"(('species', 'pyke', 'Pyke'),)",(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b2cb4352fe492a01ad05b,lor-san-tekka,Lor San Tekka,https://www.starwars.com/databank/lor-san-tekka,Lor San Tekka,"(('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'),)",(),"(('databank', 'jakku', 'Jakku'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-85m', 'Height: 1.85m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b337d51e94492a01ad05b,lortha-peel,Lortha Peel,https://www.starwars.com/databank/lortha-peel,Lortha Peel,"(('series', 'the-book-of-boba-fett', 'The Book of Boba Fett'),)",(),"(('databank', 'mos-espa', 'Mos Espa'), ('databank', 'tatooine', 'Tatooine'))",(),(),(),(),(),(),(),(),()
Characters,616b280cf1749492a01ad05b,lott-dod,Lott Dod,https://www.starwars.com/databank/lott-dod,Lott Dod,"(('films', 'star-wars-episode-i-the-phantom-menace', 'Star Wars: The Phantom Menace (Episode I)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'))","(('databank', 'confederacy-of-independent-systems', 'Confederacy of Independent Systems'), ('databank', 'trade-federation', 'Trade Federation'))","(('databank', 'cato-neimoidia', 'Cato Neimoidia'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-9m', 'Height: 1.9m'),)","(('databank', 'neimoidian', 'Neimoidian'),)",(),(),(),(),(),()
Characters,616b3582bb5ef492a01ad05b,lourna-dee,Lourna Dee,https://www.starwars.com/databank/lourna-dee,Lourna Dee,"((None, None, 'Star Wars: The High Republic'),)","(('databank', 'the-nihil', 'The Nihil'),)",(),(),"(('Dimensions', 'height-1-68m', 'Height: 1.68m'),)","(('databank', 'twi-lek', ""Twi'lek""),)",(),(),(),(),(),()
Characters,616b2f9a0216d492a01ad05b,lovey,Lovey,https://www.starwars.com/databank/lovey,Lovey,"(('films', 'star-wars-episode-viii-the-last-jedi', 'Star Wars: The Last Jedi (Episode VIII)'),)",(),"(('databank', 'canto-bight', 'Canto Bight'), ('databank', 'canto-casino', 'Canto Casino'))","(('Gender', 'female', 'Female'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b32a824605492a01ad05b,lt-514,LT-514,https://www.starwars.com/databank/lt-514,LT-514,"(('games-apps', 'star-wars-squadrons', 'Star Wars: Squadrons'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b34d6636f9492a01ad05b,lt-gauge,Lt. Gauge,https://www.starwars.com/databank/lt-gauge,Lt. Gauge,"(('games-apps', 'star-wars-tales-from-the-galaxy-s-edge', 'Star Wars: Tales from the Galaxy’s Edge'),)",(),"(('databank', 'batuu', 'Batuu'), ('databank', 'black-spire-outpost', 'Black Spire Outpost'))",(),(),(),(),(),(),(),(),()
Characters,616b34441498b492a01ad05b,lt-gorn,Lt. Gorn,https://www.starwars.com/databank/lt-gorn,Lt. Gorn,"(('series', 'andor', 'Andor'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b38858bbdc492a01ad05b,lt-holmes,Lt. Holmes,https://www.starwars.com/databank/lt-holmes,Lt. Holmes,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),"(('Dimensions', 'height-2-0m', 'Height: 2.0m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b34f18f437492a01ad05b,lt-nolan,Lt. Nolan,https://www.starwars.com/databank/lt-nolan,Lt. Nolan,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b23e6f5453492a01ad05b,luke-skywalker,Luke Skywalker,https://www.starwars.com/databank/luke-skywalker,Luke Skywalker,"(('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'), ('films', 'star-wars-episode-iv-a-new-hope', 'Star Wars: A New Hope (Episode IV)'), ('films', 'star-wars-episode-v-the-empire-strikes-back', 'Star Wars: The Empire Strikes Back (Episode V)'), ('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'), ('films', 'star-wars-episode-ix-the-rise-of-skywalker', 'Star Wars: The Rise of Skywalker (Episode IX)'), ('films', 'star-wars-episode-viii-the-last-jedi', 'Star Wars: The Last Jedi (Episode VIII)'), ('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'), ('series', 'the-book-of-boba-fett', 'The Book of Boba Fett'), ('series', 'obi-wan-kenobi', 'Obi-Wan Kenobi'), ('series', 'star-wars-rebels', 'Star Wars Rebels'), ('series', 'the-mandalorian', 'The Mandalorian'), ('games-apps', 'star-wars-tiny-death-star', 'Star Wars: Tiny Death Star'), ('games-apps', 'star-wars-tiny-death-star-sea-', 'Star Wars: Tiny Death Star (SEA)'), ('games-apps', 'star-wars-arcade', 'Star Wars Arcade'), ('games-apps', 'yoda-s-jedi-training-star-wars-arcade', ""Yoda's Jedi Training - Star Wars Arcade""), ('games-apps', 'a-sticker-book-far-far-away', 'A Sticker Book Far, Far Away'), ('games-apps', 'disney-infinity-3-0-character-quest', 'Disney Infinity 3.0 - Character Quest'), ('games-apps', 'star-wars-battlefront', 'Star Wars: Battlefront'), ('games-apps', 'star-wars-rivals', 'Star Wars: Rivals'), ('games-apps', 'jedi-mind-match', 'Jedi Mind Match'))","(('databank', 'jedi-order', 'Jedi Order'), ('databank', 'rebel-alliance', 'Rebel Alliance'))","(('databank', 'lars-moisture-farm', 'Lars Moisture Farm'), ('databank', 'polis-massa', 'Polis Massa'), ('databank', 'tatooine', 'Tatooine'))","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-72m', 'Height: 1.72m'),)","(('species', 'human', 'Human'),)","(('databank', 'snowspeeder', 'Snowspeeder'), ('databank', 't-16-skyhopper', 'T-16 Skyhopper'), ('databank', 'x-wing-starfighter', 'X-wing Starfighter'), ('databank', 'x-34-landspeeder', 'X-34 Landspeeder'))","(('databank', 'blaster-pistol', 'Blaster Pistol'), ('databank', 'lightsaber', 'Lightsaber'), ('databank', 'luke-skywalkers-lightsaber', ""Luke Skywalker's Lightsaber (Green Blade)""), ('databank', 'anakin-luke-and-reys-lightsaber', 'Skywalker lightsaber'))",(),(),(),()
Characters,616b330487fc5492a01ad05b,lula-talisola,Lula Talisola,https://www.starwars.com/databank/lula-talisola,Lula Talisola,"((None, None, 'Star Wars: The High Republic'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b280eb3ab4492a01ad05b,luminara-unduli,Luminara Unduli,https://www.starwars.com/databank/luminara-unduli,Luminara Unduli,"(('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'), ('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'), ('series', 'star-wars-rebels', 'Star Wars Rebels'))","(('databank', 'jedi-order', 'Jedi Order'),)",(),"(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-76m', 'Height: 1.76m'),)","(('databank', 'mirialan', 'Mirialan'),)","(('databank', 'republic-attack-cruiser', 'Republic Attack Cruiser'),)","(('databank', 'lightsaber', 'Lightsaber'),)",(),(),(),()
Characters,616b341976bdf492a01ad05b,luthen-rael,Luthen Rael,https://www.starwars.com/databank/luthen-rael,Luthen Rael,"(('series', 'andor', 'Andor'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b2815b2076492a01ad05b,lux-bonteri,Lux Bonteri,https://www.starwars.com/databank/lux-bonteri,Lux Bonteri,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'death-watch', 'Death Watch'), ('databank', 'onderon-rebels', 'Onderon Rebels'), ('databank', 'confederacy-of-independent-systems', 'Confederacy of Independent Systems'))","(('databank', 'onderon', 'Onderon'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-78m', 'Height: 1.78m'),)",(),(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b34fa78bd0492a01ad05b,lyana,Lyana,https://www.starwars.com/databank/lyana,Lyana,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b2b0507722492a01ad05b,lyn-me,Lyn Me,https://www.starwars.com/databank/lyn-me,Lyn Me,"(('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'),)","(('databank', 'the-max-rebo-band', 'The Max Rebo Band'),)","(('databank', 'jabba-the-hutts-palace', ""Jabba the Hutt's Palace""),)","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-6m', 'Height: 1.6m'),)","(('databank', 'twi-lek', ""Twi'lek""),)",(),(),(),(),(),()
Characters,616b2eb4dbe3d492a01ad05b,lyra-erso,Lyra Erso,https://www.starwars.com/databank/lyra-erso,Lyra Erso,"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'),)",(),"(('databank', 'lah-mu', ""Lah'mu""),)","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-7m', 'Height: 1.7m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b281ccfc08492a01ad05b,m5-bz,M5-BZ,https://www.starwars.com/databank/m5-bz,M5-BZ,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'd-squad', 'D-Squad'), ('databank', 'galactic-republic', 'Galactic Republic'))",(),(),"(('Dimensions', 'height-1-15m', 'Height: 1.15m'),)",(),(),(),(),(),(),"(('databank', 'astromech-droid', 'Astromech Droid'),)"
Characters,616b34234ec93492a01ad05b,maarva-andor,Maarva Andor,https://www.starwars.com/databank/maarva-andor,Maarva Andor,"(('series', 'andor', 'Andor'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b24154b963492a01ad05b,mace-windu,Mace Windu,https://www.starwars.com/databank/mace-windu,Mace Windu,"(('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('films', 'star-wars-episode-i-the-phantom-menace', 'Star Wars: The Phantom Menace (Episode I)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'), ('series', 'tales-of-the-jedi', 'Tales of the Jedi'), ('games-apps', 'jedi-mind-match', 'Jedi Mind Match'))","(('databank', 'jedi-order', 'Jedi Order'),)",(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-92m', 'Height: 1.92m'),)",(),"(('Vehicles', 'jedi-starfighter', 'Jedi Starfighter'),)","(('databank', 'lightsaber', 'Lightsaber'), ('databank', 'mace-windus-lightsaber', ""Mace Windu's Lightsaber""))",(),(),(),()
Characters,616b373ea7ef1492a01ad05b,mae-aniseya,Mae Aniseya,https://www.starwars.com/databank/mae,Mae Aniseya,"(('series', 'the-acolyte', 'The Acolyte'),)",(),(),(),"(('Dimensions', 'height-1-67m', 'Height: 1.67m'),)",(),(),"(('databank', 'mae-s-knives', 'Mae’s knives'),)",(),(),(),()
Characters,616b2d50b132a492a01ad05b,magaloof,Magaloof,https://www.starwars.com/databank/magaloof,Magaloof,"(('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'),)",(),(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-4m', 'Height: 1.4m'),)",(),(),(),(),(),(),()
Characters,616b2dce2ba71492a01ad05b,major-brance,Major Brance,https://www.starwars.com/databank/major-brance,Major Brance,"(('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'),)","(('databank', 'the-resistance', 'The Resistance'),)","(('databank', 'd-qar', ""D'Qar""),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-75m', 'Height: 1.75m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b2b1f47b83492a01ad05b,major-bren-derlin,Major Bren Derlin,https://www.starwars.com/databank/major-bren-derlin,Major Bren Derlin,"(('films', 'star-wars-episode-v-the-empire-strikes-back', 'Star Wars: The Empire Strikes Back (Episode V)'),)","(('databank', 'rebel-alliance', 'Rebel Alliance'),)","(('databank', 'hoth', 'Hoth'), ('databank', 'echo-base', 'Echo Base'))","(('Gender', 'male', 'Male'),)",(),(),(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b2ebd0abe8492a01ad05b,major-capin-harinar,Major Capin Harinar,https://www.starwars.com/databank/major-capin-harinar,Major Capin Harinar,"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'),)","(('databank', 'rebel-alliance', 'Rebel Alliance'),)","(('databank', 'yavin-4', 'Yavin 4'),)","(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b344faef2f492a01ad05b,major-partagaz,Major Partagaz,https://www.starwars.com/databank/major-partagaz,Major Partagaz,"(('series', 'andor', 'Andor'),)","(('databank', 'galactic-empire', 'Galactic Empire'),)",(),(),(),(),(),(),(),(),(),()
Characters,616b281e96131492a01ad05b,major-rigosso,Major Rigosso,https://www.starwars.com/databank/major-rigosso,Major Rigosso,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)",(),"(('databank', 'quarzite', 'Quarzite'),)","(('Gender', 'male', 'Male'),)",(),"(('databank', 'belugan', 'Belugan'),)",(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b30d2f142b492a01ad05b,major-vonreg,Major Vonreg,https://www.starwars.com/databank/major-vonreg,Major Vonreg,"(('series', 'star-wars-resistance', 'Star Wars Resistance'),)","(('databank', 'the-first-order', 'The First Order'),)",(),"(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b2bda38299492a01ad05b,mak-plain,Mak Plain,https://www.starwars.com/databank/mak-plain,Mak Plain,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'intergalactic-banking-clan', 'InterGalactic Banking Clan'),)","(('databank', 'coruscant', 'Coruscant'), ('Locations', 'muunilinst', 'Muunilinst'))",(),(),"(('species', 'muun', 'Muun'),)",(),(),(),(),(),()
Characters,616b2c1b3c5ed492a01ad05b,malakili,Malakili,https://www.starwars.com/databank/malakili,Malakili,"(('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'),)",(),"(('databank', 'jabba-the-hutts-palace', ""Jabba the Hutt's Palace""), ('databank', 'tatooine', 'Tatooine'))","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-72m', 'Height: 1.72m'),)","(('species', 'human', 'Human'),)",(),"(('databank', 'gaderffii-stick', 'Gaderffii Stick'),)",(),(),(),()
Characters,616b28205fcf9492a01ad05b,mantu,Mantu,https://www.starwars.com/databank/mantu,Mantu,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)",(),"(('Locations', 'manaan', 'Manaan'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-54m', 'Height: 1.54m'),)",(),(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
