filter,id,slug,title,href,name,gender,dimensions,species
Characters,616b27ebd9914492a01ad05b,keeper-agruss,Keeper Agruss,https://www.starwars.com/databank/keeper-agruss,Keeper Agruss,male,Height: 1.97m,zygerrian
Characters,616b32618bd35492a01ad05b,keeve-trennis,Keeve Trennis,https://www.starwars.com/databank/keeve-trennis,Keeve Trennis,,,human
Characters,616b2baab54af492a01ad05b,kekit,Kekit,https://www.starwars.com/databank/kekit,Kekit,,,jawa
Characters,616b30dea0c07492a01ad05b,kel,Kel,https://www.starwars.com/databank/kel,Kel,male,,
Characters,616b34df62883492a01ad05b,kelleran-beq,Kelleran Beq,https://www.starwars.com/databank/kelleran-beq,Kelleran Beq,male,Height: 1.87m,
Characters,616b375f2195a492a01ad05b,kelnacca,Kelnacca,https://www.starwars.com/databank/kelnacca,Kelnacca,,Height: 2.29m,
Characters,616b32a4a16dc492a01ad05b,keo-venzee,Keo Venzee,https://www.starwars.com/databank/keo-venzee,Keo Venzee,,,
Characters,616b342af2812492a01ad05b,kerri,Kerri,https://www.starwars.com/databank/kerri,Kerri,,,
Characters,616b334a78fcb492a01ad05b,ketch,Ketch,https://www.starwars.com/databank/ketch,Ketch,,,weequay
Characters,616b2c33507e4492a01ad05b,ketsu-onyo,Ketsu Onyo,https://www.starwars.com/databank/ketsu-onyo,Ketsu Onyo,female,,
Characters,616b27ed76919492a01ad05b,ki-adi-mundi,Ki-Adi-Mundi,https://www.starwars.com/databank/ki-adi-mundi,Ki-Adi-Mundi,male,Height: 1.98m,cerean
Characters,616b27f51f8ab492a01ad05b,kiera-swan,Kiera Swan,https://www.starwars.com/databank/kiera-swan,Kiera Swan,female,Height: 1.68m,weequay
Characters,616b2bd6a807c492a01ad05b,kin-robb,Kin Robb,https://www.starwars.com/databank/kin-robb,Kin Robb,female,Height: 2.0m,
Characters,616b32594ab28492a01ad05b,kinash-lock,Kinash Lock,https://www.starwars.com/databank/kinash-lock,Kinash Lock,,,
Characters,616b27f6c8f3e492a01ad05b,king-katuunko,King Katuunko,https://www.starwars.com/databank/king-katuunko,King Katuunko,male,Height: 1.52m,toydarian
Characters,616b27f85f806492a01ad05b,king-manchucho,King Manchucho,https://www.starwars.com/databank/king-manchucho,King Manchucho,male,Height: 0.78m,aleena
Characters,616b27f9febac492a01ad05b,king-ramsis-dendup,King Ramsis Dendup,https://www.starwars.com/databank/king-ramsis-dendup,King Ramsis Dendup,male,Height: 1.68m,
Characters,616b27fbe68bf492a01ad05b,king-sanjay-rash,King Sanjay Rash,https://www.starwars.com/databank/king-sanjay-rash,King Sanjay Rash,male,Height: 1.74m,
Characters,616b3476ca401492a01ad05b,kino-loy,Kino Loy,https://www.starwars.com/databank/kino-loy,Kino Loy,,,
Characters,616b22d2d7168492a01ad05b,kit-fisto,Kit Fisto,https://www.starwars.com/databank/kit-fisto,Kit Fisto,male,Height: 1.96m,nautolan
Characters,616b22c00340f492a01ad05b,kitster,Kitster,https://www.starwars.com/databank/kitster,Kitster,male,Height: 1.24m,
Characters,616b297592ebd492a01ad05b,kitwarr,Kitwarr,https://www.starwars.com/databank/kitwarr,Kitwarr,male,,
Characters,616b2b3118e72492a01ad05b,klaatu,Klaatu,https://www.starwars.com/databank/klaatu,Klaatu,male,,nikto-green
Characters,616b31b255070492a01ad05b,klaud,Klaud,https://www.starwars.com/databank/klaud,Klaud,,,
Characters,616b3442335ed492a01ad05b,kleya-marki,Kleya Marki,https://www.starwars.com/databank/kleya-marki,Kleya Marki,,,
Characters,616b2e7fc7339492a01ad05b,klik-klak,Klik-Klak,https://www.starwars.com/databank/klik-klak,Klik-Klak,male,Height: 1.75m,geonosian
Characters,616b27ff2cc15492a01ad05b,korkie-kryze,Korkie Kryze,https://www.starwars.com/databank/korkie-kryze,Korkie Kryze,male,Height: 1.65m,
Characters,616b2dc62b362492a01ad05b,korr-sella,Korr Sella,https://www.starwars.com/databank/korr-sella,Korr Sella,female,Height: 1.65m,human
Characters,616b30c1071f6492a01ad05b,kragan-gorr,Kragan Gorr,https://www.starwars.com/databank/kragan-gorr,Kragan Gorr,male,,
Characters,616b2800d7f39492a01ad05b,krismo-sodi,Krismo Sodi,https://www.starwars.com/databank/krismo-sodi,Krismo Sodi,male,Height: 1.89m,kage
Characters,616b338461e17492a01ad05b,krrsantan,Krrsantan,https://www.starwars.com/databank/krrsantan,Krrsantan,,,wookiee
Characters,616b31805f944492a01ad05b,kuiil,Kuiil,https://www.starwars.com/databank/kuiil,Kuiil,male,,ugnaught
Characters,616b3226382dd492a01ad05b,kuruk,Kuruk,https://www.starwars.com/databank/kuruk,Kuruk,male,,
Characters,616b2fd13831e492a01ad05b,l3-37,L3-37,https://www.starwars.com/databank/l3-37,L3-37,,Height: 1.79m,
Characters,616b300822e5f492a01ad05b,lady-proxima,Lady Proxima,https://www.starwars.com/databank/lady-proxima,Lady Proxima,female,Height: 4.88m,grindalid
Characters,616b28027a7f3492a01ad05b,lagos,Lagos,https://www.starwars.com/databank/lagos,Lagos,female,,
Characters,616b2aebac5cc492a01ad05b,lama-su,Lama Su,https://www.starwars.com/databank/lama-su,Lama Su,male,Height: 2.29m,kaminoan
Characters,616b23df6aa78492a01ad05b,lando-calrissian,Lando Calrissian,https://www.starwars.com/databank/lando-calrissian,Lando Calrissian,male,Height: 1.78m,human
Characters,616b34f5fa5d9492a01ad05b,lanse-crowder,Lanse Crowder,https://www.starwars.com/databank/lanse-crowder,Lanse Crowder,,,
Characters,616b307c5b2a6492a01ad05b,lark-and-jonk-a-k-a-the-twins,"Lark and Jonk a.k.a. ""The Twins""",https://www.starwars.com/databank/lark-and-jonk-a-k-a-the-twins,"Lark and Jonk a.k.a. ""The Twins""",,,
Characters,616b28041ea90492a01ad05b,latts-razzi,Latts Razzi,https://www.starwars.com/databank/latts-razzi,Latts Razzi,female,Height: 1.79m,theelin
Characters,616b313e64d3b492a01ad05b,le-12,LE-12,https://www.starwars.com/databank/le-12,LE-12,,,
Characters,616b31c1d392e492a01ad05b,lechee,Lechee,https://www.starwars.com/databank/lechee,Lechee,male,,gran
Characters,616b23f0e818f492a01ad05b,leia-organa,Leia Organa,https://www.starwars.com/databank/leia-organa,Leia Organa,female,Height: 1.5m,human
Characters,616b345a1a6f2492a01ad05b,leida-mothma,Leida Mothma,https://www.starwars.com/databank/leida-mothma,Leida Mothma,,,
Characters,616b34d4e3ba7492a01ad05b,lens-kamo,Lens Kamo,https://www.starwars.com/databank/lens-kamo,Lens Kamo,,,
Characters,616b330a7ecb6492a01ad05b,leox-gyasi,Leox Gyasi,https://www.starwars.com/databank/leox-gyasi,Leox Gyasi,,,human
Characters,616b31a5a0b4c492a01ad05b,leoz,Leoz,https://www.starwars.com/databank/leoz,Leoz,male,,nikto
Characters,616b2805c64ea492a01ad05b,letta-turmond,Letta Turmond,https://www.starwars.com/databank/letta-turmond,Letta Turmond,female,,
Characters,616b2ba4e1891492a01ad05b,liana-kor,Liana Kor,https://www.starwars.com/databank/liana-kor,Liana Kor,female,,twi-lek
Characters,616b305e1ab49492a01ad05b,lieutenant-bolandin,Lieutenant Bolandin,https://www.starwars.com/databank/lieutenant-bolandin,Lieutenant Bolandin,male,Height: 1.88m,human
Characters,616b367102cfb492a01ad05b,lieutenant-callahan,Lieutenant Callahan,https://www.starwars.com/databank/lieutenant-callahan,Lieutenant Callahan,,Height: 1.68m,human
Characters,616b2d7e87177492a01ad05b,lieutenant-dicer,Lieutenant Dicer,https://www.starwars.com/databank/lieutenant-dicer,Lieutenant Dicer,female,,human
Characters,616b3173f3457492a01ad05b,lieutenant-galek,Lieutenant Galek,https://www.starwars.com/databank/lieutenant-galek,Lieutenant Galek,female,,human
Characters,616b373650021492a01ad05b,lieutenant-hilo,Lieutenant Hilo,https://www.starwars.com/databank/lieutenant-hilo,Lieutenant Hilo,,Height: 1.83m,
Characters,616b2dc2cb459492a01ad05b,lieutenant-mitaka,Lieutenant Mitaka,https://www.starwars.com/databank/lieutenant-mitaka,Lieutenant Mitaka,male,,human
Characters,616b2e99ed662492a01ad05b,lieutenant-mytus-adema,Lieutenant Mytus Adema,https://www.starwars.com/databank/lieutenant-mytus-adema,Lieutenant Mytus Adema,male,,human
Characters,616b3273e83cf492a01ad05b,lindon-javes,Lindon Javes,https://www.starwars.com/databank/lindon-javes,Lindon Javes,,,
Characters,616b280764db7492a01ad05b,lobot,Lobot,https://www.starwars.com/databank/lobot,Lobot,male,Height: 1.75m,human
Characters,616b3262ac756492a01ad05b,loden-greatstorm,Loden Greatstorm,https://www.starwars.com/databank/loden-greatstorm,Loden Greatstorm,,,twi-lek
Characters,616b2af12e5e5492a01ad05b,logray,Logray,https://www.starwars.com/databank/logray,Logray,male,Height: 1.0m,ewok
Characters,616b280929aef492a01ad05b,lok-durd,Lok Durd,https://www.starwars.com/databank/lok-durd,Lok Durd,male,Height: 2.11m,neimoidian
Characters,616b34058c728492a01ad05b,lola-l0-la59,Lola (L0-LA59),https://www.starwars.com/databank/lola-l0-la59,Lola (L0-LA59),,,
Characters,616b2ae704e09492a01ad05b,lolo-purs,Lolo Purs,https://www.starwars.com/databank/lolo-purs,Lolo Purs,female,,rodian
Characters,616b280b438b5492a01ad05b,lom-pyke,Lom Pyke,https://www.starwars.com/databank/lom_pyke,Lom Pyke,male,,pyke
Characters,616b2cb4352fe492a01ad05b,lor-san-tekka,Lor San Tekka,https://www.starwars.com/databank/lor-san-tekka,Lor San Tekka,male,Height: 1.85m,human
Characters,616b337d51e94492a01ad05b,lortha-peel,Lortha Peel,https://www.starwars.com/databank/lortha-peel,Lortha Peel,,,
Characters,616b280cf1749492a01ad05b,lott-dod,Lott Dod,https://www.starwars.com/databank/lott-dod,Lott Dod,male,Height: 1.9m,neimoidian
Characters,616b3582bb5ef492a01ad05b,lourna-dee,Lourna Dee,https://www.starwars.com/databank/lourna-dee,Lourna Dee,,Height: 1.68m,twi-lek
Characters,616b2f9a0216d492a01ad05b,lovey,Lovey,https://www.starwars.com/databank/lovey,Lovey,female,,human
Characters,616b32a824605492a01ad05b,lt-514,LT-514,https://www.starwars.com/databank/lt-514,LT-514,,,
Characters,616b34d6636f9492a01ad05b,lt-gauge,Lt. Gauge,https://www.starwars.com/databank/lt-gauge,Lt. Gauge,,,
Characters,616b34441498b492a01ad05b,lt-gorn,Lt. Gorn,https://www.starwars.com/databank/lt-gorn,Lt. Gorn,,,
Characters,616b38858bbdc492a01ad05b,lt-holmes,Lt. Holmes,https://www.starwars.com/databank/lt-holmes,Lt. Holmes,,Height: 2.0m,human
Characters,616b34f18f437492a01ad05b,lt-nolan,Lt. Nolan,https://www.starwars.com/databank/lt-nolan,Lt. Nolan,,,
Characters,616b23e6f5453492a01ad05b,luke-skywalker,Luke Skywalker,https://www.starwars.com/databank/luke-skywalker,Luke Skywalker,male,Height: 1.72m,human
Characters,616b330487fc5492a01ad05b,lula-talisola,Lula Talisola,https://www.starwars.com/databank/lula-talisola,Lula Talisola,,,
Characters,616b280eb3ab4492a01ad05b,luminara-unduli,Luminara Unduli,https://www.starwars.com/databank/luminara-unduli,Luminara Unduli,female,Height: 1.76m,mirialan
Characters,616b341976bdf492a01ad05b,luthen-rael,Luthen Rael,https://www.starwars.com/databank/luthen-rael,Luthen Rael,,,
Characters,616b2815b2076492a01ad05b,lux-bonteri,Lux Bonteri,https://www.starwars.com/databank/lux-bonteri,Lux Bonteri,male,Height: 1.78m,
Characters,616b34fa78bd0492a01ad05b,lyana,Lyana,https://www.starwars.com/databank/lyana,Lyana,,,
Characters,616b2b0507722492a01ad05b,lyn-me,Lyn Me,https://www.starwars.com/databank/lyn-me,Lyn Me,female,Height: 1.6m,twi-lek
Characters,616b2eb4dbe3d492a01ad05b,lyra-erso,Lyra Erso,https://www.starwars.com/databank/lyra-erso,Lyra Erso,female,Height: 1.7m,human
Characters,616b281ccfc08492a01ad05b,m5-bz,M5-BZ,https://www.starwars.com/databank/m5-bz,M5-BZ,,Height: 1.15m,
Characters,616b34234ec93492a01ad05b,maarva-andor,Maarva Andor,https://www.starwars.com/databank/maarva-andor,Maarva Andor,,,
Characters,616b24154b963492a01ad05b,mace-windu,Mace Windu,https://www.starwars.com/databank/mace-windu,Mace Windu,male,Height: 1.92m,
Characters,616b373ea7ef1492a01ad05b,mae-aniseya,Mae Aniseya,https://www.starwars.com/databank/mae,Mae Aniseya,,Height: 1.67m,
Characters,616b2d50b132a492a01ad05b,magaloof,Magaloof,https://www.starwars.com/databank/magaloof,Magaloof,male,Height: 1.4m,
Characters,616b2dce2ba71492a01ad05b,major-brance,Major Brance,https://www.starwars.com/databank/major-brance,Major Brance,male,Height: 1.75m,human
Characters,616b2b1f47b83492a01ad05b,major-bren-derlin,Major Bren Derlin,https://www.starwars.com/databank/major-bren-derlin,Major Bren Derlin,male,,
Characters,616b2ebd0abe8492a01ad05b,major-capin-harinar,Major Capin Harinar,https://www.starwars.com/databank/major-capin-harinar,Major Capin Harinar,male,,human
Characters,616b344faef2f492a01ad05b,major-partagaz,Major Partagaz,https://www.starwars.com/databank/major-partagaz,Major Partagaz,,,
Characters,616b281e96131492a01ad05b,major-rigosso,Major Rigosso,https://www.starwars.com/databank/major-rigosso,Major Rigosso,male,,belugan
Characters,616b30d2f142b492a01ad05b,major-vonreg,Major Vonreg,https://www.starwars.com/databank/major-vonreg,Major Vonreg,male,,human
Characters,616b2bda38299492a01ad05b,mak-plain,Mak Plain,https://www.starwars.com/databank/mak-plain,Mak Plain,,,muun
Characters,616b2c1b3c5ed492a01ad05b,malakili,Malakili,https://www.starwars.com/databank/malakili,Malakili,male,Height: 1.72m,human
Characters,616b28205fcf9492a01ad05b,mantu,Mantu,https://www.starwars.com/databank/mantu,Mantu,male,Height: 1.54m,
Characters,616b2bdbb2249492a01ad05b,mar-tuuk,Mar Tuuk,https://www.starwars.com/databank/mar-tuuk,Mar Tuuk,male,Height: 2.09m,neimoidian
Characters,616b358fc38f4492a01ad05b,marchion-ro,Marchion Ro,https://www.starwars.com/databank/marchion-ro,Marchion Ro,,Height: 1.88m,
Characters,616b30fea6ad6492a01ad05b,marcus-speedstar,Marcus Speedstar,https://www.starwars.com/databank/marcus-speedstar,Marcus Speedstar,male,,human
Characters,616b325ad5a46492a01ad05b,marg-krim,Marg Krim,https://www.starwars.com/databank/marg-krim,Marg Krim,,,pyke
Characters,616b2a28fa3d9492a01ad05b,marrok-creature,Marrok (creature),https://www.starwars.com/databank/marrok-creature,Marrok (creature),,,
Characters,616b352461283492a01ad05b,marrok-inquisitor,Marrok (Inquisitor),https://www.starwars.com/databank/marrok-inquisitor,Marrok (Inquisitor),,,
Characters,616b2e54112fa492a01ad05b,mart-mattin,Mart Mattin,https://www.starwars.com/databank/mart-mattin,Mart Mattin,male,,human
Characters,616b282209476492a01ad05b,mas-amedda,Mas Amedda,https://www.starwars.com/databank/mas-amedda,Mas Amedda,male,Height: 1.96m,chagrian
Characters,616b2f985e5aa492a01ad05b,master-codebreaker,Master Codebreaker,https://www.starwars.com/databank/master-codebreaker,Master Codebreaker,male,,human
Characters,616b239f0206a492a01ad05b,maul,Maul,https://www.starwars.com/databank/darth-maul,Maul,male,Height: 1.75m,dathomirian
Characters,616b2b0d7e14b492a01ad05b,mawhonic,Mawhonic,https://www.starwars.com/databank/mawhonic,Mawhonic,male,Height: 1.22m,gran
Characters,616b2a410ea54492a01ad05b,max-rebo,Max Rebo,https://www.starwars.com/databank/max-rebo,Max Rebo,male,Height: 1.5m,
Characters,616b338cbc633492a01ad05b,mayor-mok-shaiz,Mayor Mok Shaiz,https://www.starwars.com/databank/mayor-mok-shaiz,Mayor Mok Shaiz,,,ithorians
Characters,616b2ca84ec54492a01ad05b,maz-kanata,Maz Kanata,https://www.starwars.com/databank/maz-kanata,Maz Kanata,female,Height: 1.24m,
Characters,616b316ea1d3c492a01ad05b,mb-13,MB-13 ,https://www.starwars.com/databank/mb-13,MB-13,,,
Characters,616b2b89f9978492a01ad05b,me-8d9,ME-8D9,https://www.starwars.com/databank/me-8d9,ME-8D9,,Height: 1.72m,
Characters,616b2bddaee42492a01ad05b,mee-deechi,Mee Deechi,https://www.starwars.com/databank/mee-deechi,Mee Deechi,male,,umbaran
Characters,616b2827ad374492a01ad05b,meena-tills,Meena Tills,https://www.starwars.com/databank/meena-tills,Meena Tills,female,Height: 1.71m,mon-calamari
Characters,616b34c272b10492a01ad05b,mel,MEL,https://www.starwars.com/databank/mel,MEL,,,
Characters,616b2e2755022492a01ad05b,melch,Melch,https://www.starwars.com/databank/melch,Melch,male,,ugnaught
Characters,616b2f093a1a9492a01ad05b,mich-matt,Mich Matt,https://www.starwars.com/databank/mich-matt,Mich Matt,male,,ishi-tib
Characters,616b329082e57492a01ad05b,migs-mayfeld,Migs Mayfeld ,https://www.starwars.com/databank/mayfeld,Migs Mayfeld,male,,human
Characters,616b3193e0b67492a01ad05b,mika-grey,Mika Grey,https://www.starwars.com/databank/mika-grey,Mika Grey,female,,
Characters,616b28296a1e1492a01ad05b,mina-bonteri,Mina Bonteri,https://www.starwars.com/databank/mina-bonteri,Mina Bonteri,female,Height: 1.78m,
Characters,616b2982252e2492a01ad05b,minister-maketh-tua,Minister Maketh Tua,https://www.starwars.com/databank/minister-maketh-tua,Minister Maketh Tua,female,,human
Characters,616b2c82c98f9492a01ad05b,mira-bridger,Mira Bridger,https://www.starwars.com/databank/mira-bridger,Mira Bridger,female,,human
Characters,616b3589c4b22492a01ad05b,mirro-lox,Mirro Lox,https://www.starwars.com/databank/mirro-lox,Mirro Lox,,Height: 1.83m,human
Characters,616b282b52dc9492a01ad05b,mister-borkus,Mister Borkus,https://www.starwars.com/databank/mister-borkus,Mister Borkus,male,,sullustan
Characters,616b3294ff8ef492a01ad05b,moff-gideon,Moff Gideon,https://www.starwars.com/databank/moff-gideon,Moff Gideon,,,
Characters,616b275604725492a01ad05b,moff-jerjerrod,Moff Jerjerrod,https://www.starwars.com/databank/moff-jerjerrod,Moff Jerjerrod,male,Height: 1.7m,
Characters,61c326249a26cbb7588cf3e8,mog-adana,Mog Adana,https://www.starwars.com/databank/mog-adana,Mog Adana,,Height: 1.85m,
Characters,616b34e88a24a492a01ad05b,mokko,Mokko,https://www.starwars.com/databank/mokko,Mokko,,,
Characters,616b301569852492a01ad05b,moloch,Moloch,https://www.starwars.com/databank/moloch,Moloch,male,Height: 2.0m,grindalid
Characters,616b2c0569571492a01ad05b,momaw-nadon,Momaw Nadon,https://www.starwars.com/databank/momaw-nadon,Momaw Nadon,male,Height: 1.95m,ithorians
Characters,616b282cf997b492a01ad05b,mon-mothma,Mon Mothma,https://www.starwars.com/databank/mon-mothma,Mon Mothma,female,Height: 1.5m,human
Characters,616b299d57d52492a01ad05b,morad-sumar,Morad Sumar,https://www.starwars.com/databank/morad-sumar,Morad Sumar,male,,
Characters,616b2f8f390d0492a01ad05b,morai,Morai,https://www.starwars.com/databank/morai,Morai,,,
Characters,616b28328f885492a01ad05b,moralo-eval,Moralo Eval,https://www.starwars.com/databank/moralo-eval,Moralo Eval,male,Height: 1.75m,phindian
Characters,616b32edc3a41492a01ad05b,morgan-elsbeth,Morgan Elsbeth,https://www.starwars.com/databank/morgan-elsbeth,Morgan Elsbeth,,Height: 1.63m,dathomirian
Characters,616b28343667c492a01ad05b,morley,Morley,https://www.starwars.com/databank/morley,Morley,male,Length: 4.7m,anacondan
Characters,616b2e6bcd95f492a01ad05b,moroff,Moroff,https://www.starwars.com/databank/moroff,Moroff,male,,
Characters,616b376f0ea2b492a01ad05b,mother-aniseya,Mother Aniseya,https://www.starwars.com/databank/mother-aniseya,Mother Aniseya,,Height: 1.75m,
Characters,61a5131fa4e5bd82dfdabe1e,mother-koril,Mother Koril,https://www.starwars.com/databank/mother-koril,Mother Koril,,Height: 1.68m,zabrak
Characters,616b2835d23ce492a01ad05b,mother-talzin,Mother Talzin,https://www.starwars.com/databank/mother-talzin,Mother Talzin,female,Height: 2.23m,dathomirian
Characters,616b36c3e5997492a01ad05b,mox,Mox,https://www.starwars.com/databank/mox,Mox,,Height: 1.64m,
Characters,616b34cec56d5492a01ad05b,mubo,Mubo,https://www.starwars.com/databank/mubo,Mubo,,,
Characters,616b333e6be7f492a01ad05b,muchi,Muchi,https://www.starwars.com/databank/muchi,Muchi,,,
Characters,616b359348f7e492a01ad05b,murley,Murley,https://www.starwars.com/databank/murley,Murley,,,
Characters,616b3615def40492a01ad05b,myn-weaver,Myn Weaver,https://www.starwars.com/databank/myn-weaver,Myn Weaver,,Height: 1.65m,human
Characters,616b2eb05111d492a01ad05b,nail,Nail,https://www.starwars.com/databank/nail,Nail,female,,
Characters,616b2a2ee9f46492a01ad05b,nala-se,Nala Se,https://www.starwars.com/databank/nala-se,Nala Se,female,,kaminoan
Characters,616b321bfe2fd492a01ad05b,nambi-ghima,Nambi Ghima,https://www.starwars.com/databank/nambi-ghima,Nambi Ghima,female,,aki-aki
Characters,616b312758f9e492a01ad05b,namua,Namua,https://www.starwars.com/databank/namua,Namua,,,nautolan
Characters,616b340b20f7c492a01ad05b,nari,Nari,https://www.starwars.com/databank/nari,Nari,,,
Characters,616b3859ac409492a01ad05b,nd-5,ND-5 ,https://www.starwars.com/databank/nd-5,ND-5,,Height: 1.91m,
Characters,616b33f6809a5492a01ad05b,ned-b,NED-B,https://www.starwars.com/databank/ned-b,NED-B,,,
Characters,616b307232bda492a01ad05b,neeku-vozo,Neeku Vozo,https://www.starwars.com/databank/neeku-vozo,Neeku Vozo,male,,nikto
Characters,616b2f9ec52eb492a01ad05b,neepers-panpick,Neepers Panpick,https://www.starwars.com/databank/neepers-panpick,Neepers Panpick,male,,
Characters,616b34d05b2a0492a01ad05b,neeva,Neeva,https://www.starwars.com/databank/neeva,Neeva,,,
Characters,616b317ec809b492a01ad05b,nena,Nena ,https://www.starwars.com/databank/nena,Nena,female,,nikto
Characters,616b2ba2ece98492a01ad05b,nhego-roolan,Nhego Roolan,https://www.starwars.com/databank/nhego-roolan,Nhego Roolan,male,,aqualish
Characters,616b283d10435492a01ad05b,nien-nunb,Nien Nunb,https://www.starwars.com/databank/nien-nunb,Nien Nunb,male,Height: 1.6m,sullustan
Characters,616b351c68c61492a01ad05b,nightsister-merrin,Nightsister Merrin,https://www.starwars.com/databank/nightsister-merrin,Nightsister Merrin,,,
Characters,616b2bdfa60dc492a01ad05b,nils-tenant,Nils Tenant,https://www.starwars.com/databank/nils-tenant,Nils Tenant,male,,human
Characters,616b3160ea043492a01ad05b,ninth-sister,Ninth Sister,https://www.starwars.com/databank/ninth-sister,Ninth Sister,female,,
Characters,616b359210e2f492a01ad05b,niv-drendow-apruk,Niv Drendow Apruk ,https://www.starwars.com/databank/niv-drendow-apruk,Niv Drendow Apruk,,,
Characters,616b385284017492a01ad05b,nix,Nix,https://www.starwars.com/databank/nix,Nix,,Height: 0.29m,merqaal
Characters,616b2be135977492a01ad05b,nix-card,Nix Card,https://www.starwars.com/databank/nix-card,Nix Card,male,Height: 2.46m,muun
Characters,616b2ffeeb555492a01ad05b,nix-jerd,Nix Jerd,https://www.starwars.com/databank/nix-jerd,Nix Jerd,male,,human
Characters,616b34d35f714492a01ad05b,nooa,Nooa,https://www.starwars.com/databank/nooa,Nooa,,,
Characters,616b31bbbcdf7492a01ad05b,norath,Norath,https://www.starwars.com/databank/norath,Norath,male,,duros
Characters,616b2842a3f31492a01ad05b,nossor-ri,Nossor Ri,https://www.starwars.com/databank/nossor-ri,Nossor Ri,male,Height: 1.92m,quarren
Characters,616b28443b2f2492a01ad05b,numa,Numa,https://www.starwars.com/databank/numa,Numa,female,Height: 1.0m,twi-lek
Characters,616b28482a0cb492a01ad05b,nute-gunray,Nute Gunray,https://www.starwars.com/databank/nute-gunray,Nute Gunray,male,Height: 1.91m,neimoidian
Characters,616b284f22960492a01ad05b,o-mer,O-Mer,https://www.starwars.com/databank/o-mer,O-Mer,male,Height: 1.74m,cerean
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/databank/obi-wan-kenobi,Obi-Wan Kenobi,male,Height: 1.82m,
Characters,616b32092276c492a01ad05b,ochi-of-bestoon,Ochi of Bestoon,https://www.starwars.com/databank/ochi-of-bestoon,Ochi of Bestoon,male,,
Characters,616b2850c1f99492a01ad05b,ody-mandrell,Ody Mandrell,https://www.starwars.com/databank/ody-mandrell,Ody Mandrell,male,Height: 1.63m,er-kit
Characters,616b305fa3ec9492a01ad05b,officer-sharest,Officer Sharest,https://www.starwars.com/databank/officer-sharest,Officer Sharest,female,Height: 1.63m,human
Characters,616b3159af97c492a01ad05b,oga-garra,Oga Garra,https://www.starwars.com/databank/oga-garra,Oga Garra,,,
Characters,616b2852634f7492a01ad05b,okalin,Okalin,https://www.starwars.com/databank/okalin,Okalin,male,Height: 1.94m,bivall
Characters,616b28540ae5b492a01ad05b,old-daka,Old Daka,https://www.starwars.com/databank/old-daka,Old Daka,female,Height: 1.83m,dathomirian
Characters,616b29c682c6c492a01ad05b,old-jho,Old Jho,https://www.starwars.com/databank/old-jho,Old Jho,male,,
Characters,616b29b55090a492a01ad05b,oleg,Oleg,https://www.starwars.com/databank/oleg,Oleg,male,,
Characters,616b3202e7036492a01ad05b,oma-tres,Oma Tres,https://www.starwars.com/databank/oma-tres,Oma Tres,male,,human
Characters,616b3319945ce492a01ad05b,omega,Omega,https://www.starwars.com/databank/omega,Omega,female,Height: 1.29m,
Characters,616b32c3689f9492a01ad05b,omera,Omera,https://www.starwars.com/databank/omera,Omera,,,
Characters,616b2855b24cb492a01ad05b,onaconda-farr,Onaconda Farr,https://www.starwars.com/databank/onaconda-farr,Onaconda Farr,male,Height: 1.75m,rodian
Characters,616b28577983f492a01ad05b,onca,Onca,https://www.starwars.com/databank/onca,Onca,male,Height: 2.05m,ithorians
Characters,616b2fb21e768492a01ad05b,oniho-zaya,Oniho Zaya,https://www.starwars.com/databank/oniho-zaya,Oniho Zaya,male,,human
Characters,616b2b035c22a492a01ad05b,oola,Oola,https://www.starwars.com/databank/oola,Oola,female,Height: 1.6m,twi-lek
Characters,616b2c4e447bf492a01ad05b,oora,Oora,https://www.starwars.com/databank/oora,Oora,female,,ithorians
Characters,616b30ce7579d492a01ad05b,opeepit,Opeepit,https://www.starwars.com/databank/opeepit,Opeepit,,,
Characters,616b310031586492a01ad05b,oplock,Oplock,https://www.starwars.com/databank/oplock,Oplock,male,,
Characters,616b29ef0758e492a01ad05b,oppo-rancisis,Oppo Rancisis,https://www.starwars.com/databank/oppo-rancisis,Oppo Rancisis,male,Height: 1.38m,
Characters,616b30b9743b9492a01ad05b,orka,Orka,https://www.starwars.com/databank/orka,Orka,male,,chadra-fan
Characters,616b32ffffff0492a01ad05b,orla-jareni,Orla Jareni,https://www.starwars.com/databank/orla-jareni,Orla Jareni,,,umbaran
Characters,616b28599d826492a01ad05b,orn-free-taa,Orn Free Taa,https://www.starwars.com/databank/orn-free-taa,Orn Free Taa,male,Height: 1.84m,twi-lek
Characters,616b29456cd0d492a01ad05b,orphne,Orphne,https://www.starwars.com/databank/orphne,Orphne,female,Height: 1.75m,
Characters,616b286014ee4492a01ad05b,oruba-the-hutt,Oruba the Hutt,https://www.starwars.com/databank/oruba-the-hutt,Oruba the Hutt,male,Height: 2.01m,hutt
Characters,619ff3e9231d488a17098be4,osha-aniseya,Osha Aniseya,https://www.starwars.com/databank/osha,Osha Aniseya,,Height: 1.67m,
Characters,616b2861d9df9492a01ad05b,osi-sobeck,Osi Sobeck,https://www.starwars.com/databank/osi-sobeck,Osi Sobeck,male,Height: 2.03m,phindian
Characters,616b28639403c492a01ad05b,otua-blank,Otua Blank,https://www.starwars.com/databank/otua-blank,Otua Blank,male,Height: 1.98m,belugan
