id,name,gender,species,dimension type,dimension size,character databank link,media type,media key,appearance name
616b2f34fa78e492a01ad05b,Commander Iden Versio,female,human,,unknown,https://www.starwars.com/databank/commander-iden-versio,games-apps,star-wars-battlefront-ii,Star Wars Battlefront II
616b2ad5ebcc4492a01ad05b,Commander Jun Sato,male,unknown,,unknown,https://www.starwars.com/databank/commander-jun-sato,series,star-wars-rebels,Star Wars Rebels
616b30e5f6f50492a01ad05b,Commander Pyre,unknown,unknown,,unknown,https://www.starwars.com/databank/commander-pyre,series,star-wars-resistance,Star Wars Resistance
616b2b87aeff4492a01ad05b,Constable Zuvio,male,kyuzo,Height,1.6m,https://www.starwars.com/databank/constable-zuvio,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2ee2f0c47492a01ad05b,Controller LT-319,male,unknown,,unknown,https://www.starwars.com/databank/controller-lt-319,series,star-wars-rebels,Star Wars Rebels
616b23887d866492a01ad05b,Count Dooku,male,unknown,Height,1.93m,https://www.starwars.com/databank/count-dooku,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b23887d866492a01ad05b,Count Dooku,male,unknown,Height,1.93m,https://www.starwars.com/databank/count-dooku,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
616b23887d866492a01ad05b,Count Dooku,male,unknown,Height,1.93m,https://www.starwars.com/databank/count-dooku,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b23887d866492a01ad05b,Count Dooku,male,unknown,Height,1.93m,https://www.starwars.com/databank/count-dooku,series,tales-of-the-jedi,Tales of the Jedi
616b2def83c27492a01ad05b,Crokind Shand,male,human,,unknown,https://www.starwars.com/databank/crokind-shand,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2a66dd723492a01ad05b,Crosshair,male,unknown,Height,1.92m,https://www.starwars.com/databank/crosshair,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2a66dd723492a01ad05b,Crosshair,male,unknown,Height,1.92m,https://www.starwars.com/databank/crosshair,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2db24e4fd492a01ad05b,Crusher Roodown,male,abednedo,,unknown,https://www.starwars.com/databank/crusher-roodown,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b3128cdcaf492a01ad05b,CS-515,male,unknown,,unknown,https://www.starwars.com/databank/cs-515,series,star-wars-resistance,Star Wars Resistance
616b2757d1c89492a01ad05b,Cut Lawquane,male,unknown,Height,1.83m,https://www.starwars.com/databank/cut-lawquane,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2757d1c89492a01ad05b,Cut Lawquane,male,unknown,Height,1.83m,https://www.starwars.com/databank/cut-lawquane,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b31af48689492a01ad05b,D-O,unknown,unknown,,unknown,https://www.starwars.com/databank/d-o,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
616b2aa6f9652492a01ad05b,Dak Ralter,male,unknown,Height,1.62m,https://www.starwars.com/databank/dak-ralter,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
616b2c5326fb4492a01ad05b,Darja,female,human,,unknown,https://www.starwars.com/databank/darja,series,star-wars-rebels,Star Wars Rebels
616b294704a54492a01ad05b,Darth Bane,male,unknown,,unknown,https://www.starwars.com/databank/darth-bane,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
61d74a9a77fc2f10c3891741,Darth Plagueis,unknown,muun,,unknown,https://www.starwars.com/databank/darth-plagueis,series,the-acolyte,The Acolyte
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,films,rogue-one,Rogue One: A Star Wars Story
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,series,obi-wan-kenobi,Obi-Wan Kenobi
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,series,star-wars-rebels,Star Wars Rebels
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,star-wars-tiny-death-star,Star Wars: Tiny Death Star
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,x-wing-fighter-star-wars-arcade,X-wing Fighter - Star Wars Arcade
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,star-wars-tiny-death-star-sea-,Star Wars: Tiny Death Star (SEA)
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,star-wars-arcade,Star Wars Arcade
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,yoda-s-jedi-training-star-wars-arcade,Yoda's Jedi Training - Star Wars Arcade
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,star-wars-rebels-special-ops,Star Wars Rebels: Special Ops
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,rogue-one-boots-on-the-ground-star-wars-arcade,Rogue One: Boots on the Ground - Star Wars Arcade
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,disney-infinity-3-0-character-quest,Disney Infinity 3 0 - Character Quest
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,star-wars-commander,Star Wars: Commander
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,star-wars-battlefront,Star Wars: Battlefront
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,team-tactics-star-wars-arcade,Team Tactics - Star Wars Arcade
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,star-wars-rivals,Star Wars: Rivals
616b23a6b453e492a01ad05b,Darth Vader,male,human,Height,2.03m,https://www.starwars.com/databank/darth-vader,games-apps,jedi-mind-match,Jedi Mind Match
616b2759793db492a01ad05b,Darts D Nar,male,zygerrian,Height,1.89m,https://www.starwars.com/databank/darts-dnar,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b275b3126e492a01ad05b,Daughter,female,unknown,Height,2.13m,https://www.starwars.com/databank/daughter,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b275cd1578492a01ad05b,Daultay Dofine,male,neimoidian,Height,1.9m,https://www.starwars.com/databank/daultay-dofine,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b307f6be46492a01ad05b,Dava Cassamam,female,unknown,,unknown,https://www.starwars.com/databank/dava-cassamam,films,solo,Solo: A Star Wars Story
616b34832f4be492a01ad05b,Davo Sculdun,unknown,unknown,,unknown,https://www.starwars.com/databank/davo-sculdun,series,andor,Andor
616b308ce4a11492a01ad05b,DD-BD,unknown,unknown,,unknown,https://www.starwars.com/databank/dd-bd,films,solo,Solo: A Star Wars Story
616b3438bcc87492a01ad05b,Dedra Meero,unknown,unknown,,unknown,https://www.starwars.com/databank/dedra-meero,series,andor,Andor
616b36b37edba492a01ad05b,Deke,unknown,unknown,Height,1.56m,https://www.starwars.com/databank/deke,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b275e87fa0492a01ad05b,Dengar,male,unknown,Height,1.87m,https://www.starwars.com/databank/dengar,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
616b275e87fa0492a01ad05b,Dengar,male,unknown,Height,1.87m,https://www.starwars.com/databank/dengar,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
616b275e87fa0492a01ad05b,Dengar,male,unknown,Height,1.87m,https://www.starwars.com/databank/dengar,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b29ea60e32492a01ad05b,Depa Billaba,female,unknown,Height,1.68m,https://www.starwars.com/databank/depa-billaba,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b29ea60e32492a01ad05b,Depa Billaba,female,unknown,Height,1.68m,https://www.starwars.com/databank/depa-billaba,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b29ea60e32492a01ad05b,Depa Billaba,female,unknown,Height,1.68m,https://www.starwars.com/databank/depa-billaba,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2d4c8fb13492a01ad05b,"Derek ""Hobbie"" Klivian",male,human,Height,1.75m,https://www.starwars.com/databank/derek-hobbie-klivian,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
616b2d4c8fb13492a01ad05b,"Derek ""Hobbie"" Klivian",male,human,Height,1.75m,https://www.starwars.com/databank/derek-hobbie-klivian,series,star-wars-rebels,Star Wars Rebels
616b2ff89110e492a01ad05b,Derla Pidys,female,unknown,,unknown,https://www.starwars.com/databank/derla-pidys,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b2760efef1492a01ad05b,Derrown,male,parwan,Height,2.21m,https://www.starwars.com/databank/derrown,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b34b072aff492a01ad05b,Desix,unknown,unknown,,unknown,https://www.starwars.com/databank/desix,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b348958e38492a01ad05b,Dewi Pamular,unknown,unknown,,unknown,https://www.starwars.com/databank/dewi-pamular,series,andor,Andor
616b2bc5cd414492a01ad05b,Dex Tiree,male,human,,unknown,https://www.starwars.com/databank/dex-tiree,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
616b2762c28f5492a01ad05b,Dexter Jettster,male,besalisk,Height,1.88m,https://www.starwars.com/databank/dexter-jettster,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b31859888d492a01ad05b,Din Djarin (The Mandalorian),male,human,Height,1.8m,https://www.starwars.com/databank/the-mandalorian,series,the-book-of-boba-fett,The Book of Boba Fett
616b31859888d492a01ad05b,Din Djarin (The Mandalorian),male,human,Height,1.8m,https://www.starwars.com/databank/the-mandalorian,series,the-mandalorian,The Mandalorian
616b2e069c3f0492a01ad05b,Director Orson Krennic,male,unknown,,unknown,https://www.starwars.com/databank/director-orson-krennic,films,rogue-one,Rogue One: A Star Wars Story
616b2e069c3f0492a01ad05b,Director Orson Krennic,male,unknown,,unknown,https://www.starwars.com/databank/director-orson-krennic,games-apps,star-wars-rivals,Star Wars: Rivals
616b2f3c3414e492a01ad05b,DJ,male,human,,unknown,https://www.starwars.com/databank/dj,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b2a9b5d4df492a01ad05b,Doctor Cornelius Evazan,male,unknown,Height,1.7m,https://www.starwars.com/databank/doctor-cornelius-evazan,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
616b2a9b5d4df492a01ad05b,Doctor Cornelius Evazan,male,unknown,Height,1.7m,https://www.starwars.com/databank/doctor-cornelius-evazan,films,rogue-one,Rogue One: A Star Wars Story
616b276484a5c492a01ad05b,Doctor Gubacher,male,parwan,,unknown,https://www.starwars.com/databank/doctor-gubacher,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2d9d65233492a01ad05b,Doctor Kalonia,female,unknown,,unknown,https://www.starwars.com/databank/doctor-kalonia,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b27661bfe6492a01ad05b,Doctor Nuvo Vindi,male,unknown,Height,2.07m,https://www.starwars.com/databank/doctor-nuvo-vindi,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b34628791d492a01ad05b,Doctor Quadpaw,unknown,unknown,,unknown,https://www.starwars.com/databank/doctor-quadpaw,series,andor,Andor
616b387d58d50492a01ad05b,Doctor Scalder,unknown,human,Height,1.76m,https://www.starwars.com/databank/doctor-scalder,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b33a1c9a91492a01ad05b,Dokk Strassi,unknown,trandoshan,,unknown,https://www.starwars.com/databank/dokk-strassi,series,the-book-of-boba-fett,The Book of Boba Fett
616b2d617280e492a01ad05b,Dorm ,female,human,Height,1.65m,https://www.starwars.com/databank/dorme,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b34ee93a33492a01ad05b,Dr  Emerie Karr,unknown,unknown,,unknown,https://www.starwars.com/databank/dr-emerie-karr,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b34689690c492a01ad05b,Dr  Gorst,unknown,unknown,,unknown,https://www.starwars.com/databank/dr-gorst,series,andor,Andor
616b327cf2b6c492a01ad05b,Dr  Pershing,unknown,unknown,,unknown,https://www.starwars.com/databank/dr-pershing,series,the-mandalorian,The Mandalorian
616b347cd309f492a01ad05b,Dr  Rhasiv,unknown,unknown,,unknown,https://www.starwars.com/databank/dr-rhasiv,series,andor,Andor
616b34ed164d4492a01ad05b,Dr  Royce Hemlock,unknown,unknown,,unknown,https://www.starwars.com/databank/dr-royce-hemlock,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b31198ce88492a01ad05b,Drell,male,weequay,,unknown,https://www.starwars.com/databank/drell,series,star-wars-resistance,Star Wars Resistance
616b2a3de44c3492a01ad05b,Droopy McCool,male,unknown,Height,1.58m,https://www.starwars.com/databank/droopy-mccool,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
616b2fcbb591e492a01ad05b,Dryden Vos,male,unknown,Height,1.92m,https://www.starwars.com/databank/dryden-vos,films,solo,Solo: A Star Wars Story
616b2f0ac2e44492a01ad05b,DT-F16,female,unknown,,unknown,https://www.starwars.com/databank/dt-f16,series,star-wars-rebels,Star Wars Rebels
616b27695bd4e492a01ad05b,Duchess Satine Kryze,female,unknown,Height,1.77m,https://www.starwars.com/databank/duchess-satine-kryze,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2f8413167492a01ad05b,Dume,male,unknown,,unknown,https://www.starwars.com/databank/dume,series,star-wars-rebels,Star Wars Rebels
616b2ba0f8e03492a01ad05b,Dyro Felldor,male,er-kit,,unknown,https://www.starwars.com/databank/dyro-felldor,games-apps,star-wars-commander,Star Wars: Commander
616b2a8b38a31492a01ad05b,Echo,male,unknown,Height,1.81m,https://www.starwars.com/databank/echo,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2a8b38a31492a01ad05b,Echo,male,unknown,Height,1.81m,https://www.starwars.com/databank/echo,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2e672a944492a01ad05b,Edrio Two Tubes,male,unknown,,unknown,https://www.starwars.com/databank/edrio-two-tubes,films,rogue-one,Rogue One: A Star Wars Story
616b2e672a944492a01ad05b,Edrio Two Tubes,male,unknown,,unknown,https://www.starwars.com/databank/edrio-two-tubes,series,star-wars-rebels,Star Wars Rebels
616b34404f591492a01ad05b,Eedy Karn,unknown,unknown,,unknown,https://www.starwars.com/databank/eedy-karn,series,andor,Andor
616b2c2ca62fb492a01ad05b,Eesh Fahm,male,unknown,,unknown,https://www.starwars.com/databank/eesh-fahm,series,star-wars-rebels,Star Wars Rebels
616b276f03859492a01ad05b,Eeth Koth,male,unknown,Height,1.87m,https://www.starwars.com/databank/eeth-koth,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b276f03859492a01ad05b,Eeth Koth,male,unknown,Height,1.87m,https://www.starwars.com/databank/eeth-koth,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b276f03859492a01ad05b,Eeth Koth,male,unknown,Height,1.87m,https://www.starwars.com/databank/eeth-koth,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2c3596b7d492a01ad05b,EG-86,unknown,unknown,,unknown,https://www.starwars.com/databank/eg-86,series,star-wars-rebels,Star Wars Rebels
616b2df29e845492a01ad05b,"EGL-21 ""Amps"" Power Droid",unknown,unknown,,unknown,https://www.starwars.com/databank/egl-21-amps-power-droid,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2d8fa7fad492a01ad05b,Eighth Brother Inquisitor,male,unknown,,unknown,https://www.starwars.com/databank/eighth-brother-inquisitor,series,star-wars-rebels,Star Wars Rebels
616b30e250ee7492a01ad05b,Eila,female,unknown,,unknown,https://www.starwars.com/databank/eila,series,star-wars-resistance,Star Wars Resistance
616b2b001dd65492a01ad05b,Elan Sleazebaggano,male,balosar,Height,1.78m,https://www.starwars.com/databank/elan-sleazebaggano,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
61c83f1e2d13cece75be5b9a,Elder Naasa,unknown,jumurra,Height,1.75m,https://www.starwars.com/databank/elder-naasa,series,the-acolyte,The Acolyte
616b335525df0492a01ad05b,Eleni Syndulla,female,twi-lek,,unknown,https://www.starwars.com/databank/eleni-syndulla,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2b828bff5492a01ad05b,Ello Asty,male,abednedo,Height,1.88m,https://www.starwars.com/databank/ello-asty,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2770d90ca492a01ad05b,Embo,male,kyuzo,Height,1.99m,https://www.starwars.com/databank/embo,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,series,obi-wan-kenobi,Obi-Wan Kenobi
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,series,star-wars-rebels,Star Wars Rebels
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,series,tales-of-the-jedi,Tales of the Jedi
616b247e5b642492a01ad05b,Emperor Palpatine (Darth Sidious),male,human,Height,1.73m,https://www.starwars.com/databank/emperor-palpatine-darth-sidious,games-apps,jedi-mind-match,Jedi Mind Match
616b295459a14492a01ad05b,Endente,male,sugi-species,,unknown,https://www.starwars.com/databank/endente,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2ffa1efbb492a01ad05b,Enfys Nest,unknown,unknown,Height,1.87m,https://www.starwars.com/databank/enfys-nest,films,solo,Solo: A Star Wars Story
616b2c88aa857492a01ad05b,Ephraim Bridger,male,human,,unknown,https://www.starwars.com/databank/ephraim-bridger,series,star-wars-rebels,Star Wars Rebels
616b2ed99b218492a01ad05b,Erskin Semaj,male,human,,unknown,https://www.starwars.com/databank/erskin-semaj,series,star-wars-rebels,Star Wars Rebels
616b2b14c5b34492a01ad05b,EV-9D9,unknown,unknown,Height,1.9m,https://www.starwars.com/databank/ev-9d9,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
616b2bc76eafe492a01ad05b,EV-A4-D,unknown,unknown,Height,1.74m,https://www.starwars.com/databank/ev-a4-d,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b38015fe16492a01ad05b,Eva,unknown,iktotchi,,unknown,https://www.starwars.com/databank/eva-sp-54,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b277b118bf492a01ad05b,Even Piell,male,lannik,Height,1.22m,https://www.starwars.com/databank/even-piell,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b277b118bf492a01ad05b,Even Piell,male,lannik,Height,1.22m,https://www.starwars.com/databank/even-piell,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b277b118bf492a01ad05b,Even Piell,male,lannik,Height,1.22m,https://www.starwars.com/databank/even-piell,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,series,star-wars-rebels,Star Wars Rebels
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,series,star-wars-ahsoka,Ahsoka
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,disney-mix,Disney Mix
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,star-wars-rebels-rebel-strike,Star Wars Rebels - Rebel Strike
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,star-wars-arcade,Star Wars Arcade
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,star-wars-rebels-special-ops,Star Wars Rebels: Special Ops
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,disney-infinity-3-0-character-quest,Disney Infinity 3 0 - Character Quest
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,star-wars-rebels-strike-missions,Star Wars Rebels - Strike Missions
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,star-wars-rebels-chopper-chase,Star Wars Rebels: Chopper Chase
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,star-wars-rebels-ghost-raid,Star Wars Rebels: Ghost Raid
616b277ce4904492a01ad05b,Ezra Bridger,male,human,Height,1.82m,https://www.starwars.com/databank/ezra-bridger,games-apps,team-tactics-star-wars-arcade,Team Tactics - Star Wars Arcade
616b27842e4ee492a01ad05b,Father,male,unknown,Height,2.48m,https://www.starwars.com/databank/father,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b3322fbd6e492a01ad05b,Fauja,female,unknown,,unknown,https://www.starwars.com/databank/fauja,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2d3e094ae492a01ad05b,Fenn Rau,male,unknown,,unknown,https://www.starwars.com/databank/fenn-rau,series,star-wars-rebels,Star Wars Rebels
616b328645dba492a01ad05b,Fennec Shand,unknown,unknown,,unknown,https://www.starwars.com/databank/fennec-shand,series,the-book-of-boba-fett,The Book of Boba Fett
616b328645dba492a01ad05b,Fennec Shand,unknown,unknown,,unknown,https://www.starwars.com/databank/fennec-shand,series,the-mandalorian,The Mandalorian
616b328645dba492a01ad05b,Fennec Shand,unknown,unknown,,unknown,https://www.starwars.com/databank/fennec-shand,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b32d4dda39492a01ad05b,ferry droid,unknown,unknown,,unknown,https://www.starwars.com/databank/ferry-droid,series,the-mandalorian,The Mandalorian
616b326acbe31492a01ad05b,Fife,unknown,pyke,,unknown,https://www.starwars.com/databank/fife,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2c16cd84a492a01ad05b,Fifth Brother Inquisitor,male,unknown,,unknown,https://www.starwars.com/databank/fifth-brother-inquisitor,series,obi-wan-kenobi,Obi-Wan Kenobi
616b2c16cd84a492a01ad05b,Fifth Brother Inquisitor,male,unknown,,unknown,https://www.starwars.com/databank/fifth-brother-inquisitor,series,star-wars-rebels,Star Wars Rebels
616b2bc9a1002492a01ad05b,Figrin D an,male,bith,Height,1.79m,https://www.starwars.com/databank/figrin-d-an,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
619ff4028eb68789d949813b,Fillik,unknown,unknown,Height,1.78m,https://www.starwars.com/databank/fillik,series,the-acolyte,The Acolyte
616b2b66dcc97492a01ad05b,Finn,male,human,Height,1.78m,https://www.starwars.com/databank/finn,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
616b2b66dcc97492a01ad05b,Finn,male,human,Height,1.78m,https://www.starwars.com/databank/finn,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b2b66dcc97492a01ad05b,Finn,male,human,Height,1.78m,https://www.starwars.com/databank/finn,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2b66dcc97492a01ad05b,Finn,male,human,Height,1.78m,https://www.starwars.com/databank/finn,games-apps,x-wing-fighter-star-wars-arcade,X-wing Fighter - Star Wars Arcade
616b2b66dcc97492a01ad05b,Finn,male,human,Height,1.78m,https://www.starwars.com/databank/finn,games-apps,star-wars-puzzle-droid,Star Wars: Puzzle Droid
616b2b66dcc97492a01ad05b,Finn,male,human,Height,1.78m,https://www.starwars.com/databank/finn,games-apps,star-wars-rivals,Star Wars: Rivals
